"索引"	"等级"	"星级"	"下一星级"	"总经验"	"物品给予经验"	"消耗物品"	"消耗物品数量"	"10次升级暴击概率"	"加成属性_1"	"加成属性_2"	"加成属性_3"	"加成属性_4"	"加成属性_5"	
"645"	"65"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13425"	"9,0,13425"	"10,0,7700"	"11,0,7700"	"6,0,334500"	
"646"	"65"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13460"	"9,0,13460"	"10,0,7720"	"11,0,7720"	"6,0,335600"	
"647"	"65"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13495"	"9,0,13495"	"10,0,7740"	"11,0,7740"	"6,0,336700"	
"648"	"65"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13530"	"9,0,13530"	"10,0,7760"	"11,0,7760"	"6,0,337800"	
"649"	"65"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13565"	"9,0,13565"	"10,0,7780"	"11,0,7780"	"6,0,338900"	
"650"	"65"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13600"	"9,0,13600"	"10,0,7800"	"11,0,7800"	"6,0,340000"	
"651"	"66"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13635"	"9,0,13635"	"10,0,7820"	"11,0,7820"	"6,0,341100"	
"652"	"66"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13670"	"9,0,13670"	"10,0,7840"	"11,0,7840"	"6,0,342200"	
"653"	"66"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13705"	"9,0,13705"	"10,0,7860"	"11,0,7860"	"6,0,343300"	
"654"	"66"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13740"	"9,0,13740"	"10,0,7880"	"11,0,7880"	"6,0,344400"	
"655"	"66"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13775"	"9,0,13775"	"10,0,7900"	"11,0,7900"	"6,0,345500"	
"656"	"66"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13810"	"9,0,13810"	"10,0,7920"	"11,0,7920"	"6,0,346600"	
"657"	"66"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13845"	"9,0,13845"	"10,0,7940"	"11,0,7940"	"6,0,347700"	
"658"	"66"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13880"	"9,0,13880"	"10,0,7960"	"11,0,7960"	"6,0,348800"	
"659"	"66"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13915"	"9,0,13915"	"10,0,7980"	"11,0,7980"	"6,0,349900"	
"660"	"66"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13950"	"9,0,13950"	"10,0,8000"	"11,0,8000"	"6,0,351000"	
"661"	"67"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13985"	"9,0,13985"	"10,0,8020"	"11,0,8020"	"6,0,352100"	
"662"	"67"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14020"	"9,0,14020"	"10,0,8040"	"11,0,8040"	"6,0,353200"	
"663"	"67"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14055"	"9,0,14055"	"10,0,8060"	"11,0,8060"	"6,0,354300"	
"664"	"67"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14090"	"9,0,14090"	"10,0,8080"	"11,0,8080"	"6,0,355400"	
"665"	"67"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14125"	"9,0,14125"	"10,0,8100"	"11,0,8100"	"6,0,356500"	
"666"	"67"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14160"	"9,0,14160"	"10,0,8120"	"11,0,8120"	"6,0,357600"	
"667"	"67"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14195"	"9,0,14195"	"10,0,8140"	"11,0,8140"	"6,0,358700"	
"668"	"67"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14230"	"9,0,14230"	"10,0,8160"	"11,0,8160"	"6,0,359800"	
"669"	"67"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14265"	"9,0,14265"	"10,0,8180"	"11,0,8180"	"6,0,360900"	
"670"	"67"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14300"	"9,0,14300"	"10,0,8200"	"11,0,8200"	"6,0,362000"	
"671"	"68"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14335"	"9,0,14335"	"10,0,8220"	"11,0,8220"	"6,0,363100"	
"672"	"68"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14370"	"9,0,14370"	"10,0,8240"	"11,0,8240"	"6,0,364200"	
"673"	"68"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14405"	"9,0,14405"	"10,0,8260"	"11,0,8260"	"6,0,365300"	
"674"	"68"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14440"	"9,0,14440"	"10,0,8280"	"11,0,8280"	"6,0,366400"	
"675"	"68"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14475"	"9,0,14475"	"10,0,8300"	"11,0,8300"	"6,0,367500"	
"676"	"68"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14510"	"9,0,14510"	"10,0,8320"	"11,0,8320"	"6,0,368600"	
"677"	"68"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14545"	"9,0,14545"	"10,0,8340"	"11,0,8340"	"6,0,369700"	
"678"	"68"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14580"	"9,0,14580"	"10,0,8360"	"11,0,8360"	"6,0,370800"	
"679"	"68"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14615"	"9,0,14615"	"10,0,8380"	"11,0,8380"	"6,0,371900"	
"680"	"68"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14650"	"9,0,14650"	"10,0,8400"	"11,0,8400"	"6,0,373000"	
"681"	"69"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14685"	"9,0,14685"	"10,0,8420"	"11,0,8420"	"6,0,374100"	
"682"	"69"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14720"	"9,0,14720"	"10,0,8440"	"11,0,8440"	"6,0,375200"	
"683"	"69"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14755"	"9,0,14755"	"10,0,8460"	"11,0,8460"	"6,0,376300"	
"684"	"69"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14790"	"9,0,14790"	"10,0,8480"	"11,0,8480"	"6,0,377400"	
"685"	"69"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14825"	"9,0,14825"	"10,0,8500"	"11,0,8500"	"6,0,378500"	
"686"	"69"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14860"	"9,0,14860"	"10,0,8520"	"11,0,8520"	"6,0,379600"	
"687"	"69"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14895"	"9,0,14895"	"10,0,8540"	"11,0,8540"	"6,0,380700"	
"688"	"69"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14930"	"9,0,14930"	"10,0,8560"	"11,0,8560"	"6,0,381800"	
"689"	"69"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,14965"	"9,0,14965"	"10,0,8580"	"11,0,8580"	"6,0,382900"	
"690"	"69"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15000"	"9,0,15000"	"10,0,8600"	"11,0,8600"	"6,0,384000"	
"691"	"70"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15035"	"9,0,15035"	"10,0,8620"	"11,0,8620"	"6,0,385100"	
"692"	"70"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15070"	"9,0,15070"	"10,0,8640"	"11,0,8640"	"6,0,386200"	
"693"	"70"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15105"	"9,0,15105"	"10,0,8660"	"11,0,8660"	"6,0,387300"	
"694"	"70"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15140"	"9,0,15140"	"10,0,8680"	"11,0,8680"	"6,0,388400"	
"695"	"70"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15175"	"9,0,15175"	"10,0,8700"	"11,0,8700"	"6,0,389500"	
"696"	"70"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15210"	"9,0,15210"	"10,0,8720"	"11,0,8720"	"6,0,390600"	
"697"	"70"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15245"	"9,0,15245"	"10,0,8740"	"11,0,8740"	"6,0,391700"	
"698"	"70"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15280"	"9,0,15280"	"10,0,8760"	"11,0,8760"	"6,0,392800"	
"699"	"70"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15315"	"9,0,15315"	"10,0,8780"	"11,0,8780"	"6,0,393900"	
"700"	"70"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,15350"	"9,0,15350"	"10,0,8800"	"11,0,8800"	"6,0,395000"	
"701"	"71"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15388"	"9,0,15388"	"10,0,8823"	"11,0,8823"	"6,0,396300"	
"702"	"71"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15426"	"9,0,15426"	"10,0,8846"	"11,0,8846"	"6,0,397600"	
"703"	"71"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15464"	"9,0,15464"	"10,0,8869"	"11,0,8869"	"6,0,398900"	
"704"	"71"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15502"	"9,0,15502"	"10,0,8892"	"11,0,8892"	"6,0,400200"	
"705"	"71"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15540"	"9,0,15540"	"10,0,8915"	"11,0,8915"	"6,0,401500"	
"706"	"71"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15578"	"9,0,15578"	"10,0,8938"	"11,0,8938"	"6,0,402800"	
"707"	"71"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15616"	"9,0,15616"	"10,0,8961"	"11,0,8961"	"6,0,404100"	
"708"	"71"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15654"	"9,0,15654"	"10,0,8984"	"11,0,8984"	"6,0,405400"	
"709"	"71"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15692"	"9,0,15692"	"10,0,9007"	"11,0,9007"	"6,0,406700"	
"710"	"71"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15730"	"9,0,15730"	"10,0,9030"	"11,0,9030"	"6,0,408000"	
"711"	"72"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15768"	"9,0,15768"	"10,0,9053"	"11,0,9053"	"6,0,409300"	
"712"	"72"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15806"	"9,0,15806"	"10,0,9076"	"11,0,9076"	"6,0,410600"	
"713"	"72"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15844"	"9,0,15844"	"10,0,9099"	"11,0,9099"	"6,0,411900"	
"714"	"72"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15882"	"9,0,15882"	"10,0,9122"	"11,0,9122"	"6,0,413200"	
"715"	"72"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15920"	"9,0,15920"	"10,0,9145"	"11,0,9145"	"6,0,414500"	
"716"	"72"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15958"	"9,0,15958"	"10,0,9168"	"11,0,9168"	"6,0,415800"	
"717"	"72"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,15996"	"9,0,15996"	"10,0,9191"	"11,0,9191"	"6,0,417100"	
"718"	"72"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16034"	"9,0,16034"	"10,0,9214"	"11,0,9214"	"6,0,418400"	
"719"	"72"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16072"	"9,0,16072"	"10,0,9237"	"11,0,9237"	"6,0,419700"	
"720"	"72"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16110"	"9,0,16110"	"10,0,9260"	"11,0,9260"	"6,0,421000"	
"721"	"73"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16148"	"9,0,16148"	"10,0,9283"	"11,0,9283"	"6,0,422300"	
"722"	"73"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16186"	"9,0,16186"	"10,0,9306"	"11,0,9306"	"6,0,423600"	
"723"	"73"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16224"	"9,0,16224"	"10,0,9329"	"11,0,9329"	"6,0,424900"	
"724"	"73"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16262"	"9,0,16262"	"10,0,9352"	"11,0,9352"	"6,0,426200"	
"725"	"73"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16300"	"9,0,16300"	"10,0,9375"	"11,0,9375"	"6,0,427500"	
"726"	"73"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16338"	"9,0,16338"	"10,0,9398"	"11,0,9398"	"6,0,428800"	
"727"	"73"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16376"	"9,0,16376"	"10,0,9421"	"11,0,9421"	"6,0,430100"	
"728"	"73"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16414"	"9,0,16414"	"10,0,9444"	"11,0,9444"	"6,0,431400"	
"729"	"73"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16452"	"9,0,16452"	"10,0,9467"	"11,0,9467"	"6,0,432700"	
"730"	"73"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16490"	"9,0,16490"	"10,0,9490"	"11,0,9490"	"6,0,434000"	
"731"	"74"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16528"	"9,0,16528"	"10,0,9513"	"11,0,9513"	"6,0,435300"	
"732"	"74"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16566"	"9,0,16566"	"10,0,9536"	"11,0,9536"	"6,0,436600"	
"733"	"74"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16604"	"9,0,16604"	"10,0,9559"	"11,0,9559"	"6,0,437900"	
"734"	"74"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16642"	"9,0,16642"	"10,0,9582"	"11,0,9582"	"6,0,439200"	
"735"	"74"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16680"	"9,0,16680"	"10,0,9605"	"11,0,9605"	"6,0,440500"	
"736"	"74"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16718"	"9,0,16718"	"10,0,9628"	"11,0,9628"	"6,0,441800"	
"737"	"74"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16756"	"9,0,16756"	"10,0,9651"	"11,0,9651"	"6,0,443100"	
"738"	"74"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16794"	"9,0,16794"	"10,0,9674"	"11,0,9674"	"6,0,444400"	
"739"	"74"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16832"	"9,0,16832"	"10,0,9697"	"11,0,9697"	"6,0,445700"	
"740"	"74"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16870"	"9,0,16870"	"10,0,9720"	"11,0,9720"	"6,0,447000"	
"741"	"75"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16908"	"9,0,16908"	"10,0,9743"	"11,0,9743"	"6,0,448300"	
"742"	"75"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16946"	"9,0,16946"	"10,0,9766"	"11,0,9766"	"6,0,449600"	
"743"	"75"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,16984"	"9,0,16984"	"10,0,9789"	"11,0,9789"	"6,0,450900"	
"744"	"75"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17022"	"9,0,17022"	"10,0,9812"	"11,0,9812"	"6,0,452200"	
"745"	"75"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17060"	"9,0,17060"	"10,0,9835"	"11,0,9835"	"6,0,453500"	
"746"	"75"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17098"	"9,0,17098"	"10,0,9858"	"11,0,9858"	"6,0,454800"	
"747"	"75"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17136"	"9,0,17136"	"10,0,9881"	"11,0,9881"	"6,0,456100"	
"748"	"75"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17174"	"9,0,17174"	"10,0,9904"	"11,0,9904"	"6,0,457400"	
"749"	"75"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17212"	"9,0,17212"	"10,0,9927"	"11,0,9927"	"6,0,458700"	
"750"	"75"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17250"	"9,0,17250"	"10,0,9950"	"11,0,9950"	"6,0,460000"	
"751"	"76"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17288"	"9,0,17288"	"10,0,9973"	"11,0,9973"	"6,0,461300"	
"752"	"76"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17326"	"9,0,17326"	"10,0,9996"	"11,0,9996"	"6,0,462600"	
"753"	"76"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17364"	"9,0,17364"	"10,0,10019"	"11,0,10019"	"6,0,463900"	
"754"	"76"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17402"	"9,0,17402"	"10,0,10042"	"11,0,10042"	"6,0,465200"	
"755"	"76"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17440"	"9,0,17440"	"10,0,10065"	"11,0,10065"	"6,0,466500"	
"756"	"76"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17478"	"9,0,17478"	"10,0,10088"	"11,0,10088"	"6,0,467800"	
"757"	"76"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17516"	"9,0,17516"	"10,0,10111"	"11,0,10111"	"6,0,469100"	
"758"	"76"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17554"	"9,0,17554"	"10,0,10134"	"11,0,10134"	"6,0,470400"	
"759"	"76"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17592"	"9,0,17592"	"10,0,10157"	"11,0,10157"	"6,0,471700"	
"760"	"76"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17630"	"9,0,17630"	"10,0,10180"	"11,0,10180"	"6,0,473000"	
"761"	"77"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17668"	"9,0,17668"	"10,0,10203"	"11,0,10203"	"6,0,474300"	
"762"	"77"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17706"	"9,0,17706"	"10,0,10226"	"11,0,10226"	"6,0,475600"	
"763"	"77"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17744"	"9,0,17744"	"10,0,10249"	"11,0,10249"	"6,0,476900"	
"764"	"77"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17782"	"9,0,17782"	"10,0,10272"	"11,0,10272"	"6,0,478200"	
"765"	"77"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17820"	"9,0,17820"	"10,0,10295"	"11,0,10295"	"6,0,479500"	
"766"	"77"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17858"	"9,0,17858"	"10,0,10318"	"11,0,10318"	"6,0,480800"	
"767"	"77"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17896"	"9,0,17896"	"10,0,10341"	"11,0,10341"	"6,0,482100"	
"768"	"77"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17934"	"9,0,17934"	"10,0,10364"	"11,0,10364"	"6,0,483400"	
"769"	"77"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,17972"	"9,0,17972"	"10,0,10387"	"11,0,10387"	"6,0,484700"	
"770"	"77"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18010"	"9,0,18010"	"10,0,10410"	"11,0,10410"	"6,0,486000"	
"771"	"78"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18048"	"9,0,18048"	"10,0,10433"	"11,0,10433"	"6,0,487300"	
"772"	"78"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18086"	"9,0,18086"	"10,0,10456"	"11,0,10456"	"6,0,488600"	
"773"	"78"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18124"	"9,0,18124"	"10,0,10479"	"11,0,10479"	"6,0,489900"	
"774"	"78"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18162"	"9,0,18162"	"10,0,10502"	"11,0,10502"	"6,0,491200"	
"775"	"78"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18200"	"9,0,18200"	"10,0,10525"	"11,0,10525"	"6,0,492500"	
"776"	"78"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18238"	"9,0,18238"	"10,0,10548"	"11,0,10548"	"6,0,493800"	
"777"	"78"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18276"	"9,0,18276"	"10,0,10571"	"11,0,10571"	"6,0,495100"	
"778"	"78"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18314"	"9,0,18314"	"10,0,10594"	"11,0,10594"	"6,0,496400"	
"779"	"78"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18352"	"9,0,18352"	"10,0,10617"	"11,0,10617"	"6,0,497700"	
"780"	"78"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18390"	"9,0,18390"	"10,0,10640"	"11,0,10640"	"6,0,499000"	
"781"	"79"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18428"	"9,0,18428"	"10,0,10663"	"11,0,10663"	"6,0,500300"	
"782"	"79"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18466"	"9,0,18466"	"10,0,10686"	"11,0,10686"	"6,0,501600"	
"783"	"79"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18504"	"9,0,18504"	"10,0,10709"	"11,0,10709"	"6,0,502900"	
"784"	"79"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18542"	"9,0,18542"	"10,0,10732"	"11,0,10732"	"6,0,504200"	
"785"	"79"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18580"	"9,0,18580"	"10,0,10755"	"11,0,10755"	"6,0,505500"	
"786"	"79"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18618"	"9,0,18618"	"10,0,10778"	"11,0,10778"	"6,0,506800"	
"787"	"79"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18656"	"9,0,18656"	"10,0,10801"	"11,0,10801"	"6,0,508100"	
"788"	"79"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18694"	"9,0,18694"	"10,0,10824"	"11,0,10824"	"6,0,509400"	
"789"	"79"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18732"	"9,0,18732"	"10,0,10847"	"11,0,10847"	"6,0,510700"	
"790"	"79"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18770"	"9,0,18770"	"10,0,10870"	"11,0,10870"	"6,0,512000"	
"791"	"80"	"0"	"1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18808"	"9,0,18808"	"10,0,10893"	"11,0,10893"	"6,0,513300"	
"792"	"80"	"1"	"2"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18846"	"9,0,18846"	"10,0,10916"	"11,0,10916"	"6,0,514600"	
"793"	"80"	"2"	"3"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18884"	"9,0,18884"	"10,0,10939"	"11,0,10939"	"6,0,515900"	
"794"	"80"	"3"	"4"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18922"	"9,0,18922"	"10,0,10962"	"11,0,10962"	"6,0,517200"	
"795"	"80"	"4"	"5"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18960"	"9,0,18960"	"10,0,10985"	"11,0,10985"	"6,0,518500"	
"796"	"80"	"5"	"6"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,18998"	"9,0,18998"	"10,0,11008"	"11,0,11008"	"6,0,519800"	
"797"	"80"	"6"	"7"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,19036"	"9,0,19036"	"10,0,11031"	"11,0,11031"	"6,0,521100"	
"798"	"80"	"7"	"8"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,19074"	"9,0,19074"	"10,0,11054"	"11,0,11054"	"6,0,522400"	
"799"	"80"	"8"	"9"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,19112"	"9,0,19112"	"10,0,11077"	"11,0,11077"	"6,0,523700"	
"800"	"80"	"9"	"-1"	"2000"	"120"	"820001"	"12"	"0.100000"	"8,0,19150"	"9,0,19150"	"10,0,11100"	"11,0,11100"	"6,0,525000"	
"801"	"81"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19190"	"9,0,19190"	"10,0,11125"	"11,0,11125"	"6,0,526600"	
"802"	"81"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19230"	"9,0,19230"	"10,0,11150"	"11,0,11150"	"6,0,528200"	
"803"	"81"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19270"	"9,0,19270"	"10,0,11175"	"11,0,11175"	"6,0,529800"	
