"ID(索引，策划填)"	"时装模板ID"	"强化等级(0-15)"	"部件索引(0-5)"	"消耗道具（ID/数量）"	"属性转化比例"	"生效开关(填false此部件不参与计算)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"140"	"281004"	"11"	"2"	"282005,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"141"	"281004"	"12"	"2"	"282005,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"142"	"281004"	"13"	"2"	"282005,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"143"	"281004"	"14"	"2"	"282005,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"144"	"281004"	"15"	"2"	"282005,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"145"	"281004"	"0"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"146"	"281004"	"1"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"147"	"281004"	"2"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"148"	"281004"	"3"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"149"	"281004"	"4"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"150"	"281004"	"5"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"151"	"281004"	"6"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"152"	"281004"	"7"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"153"	"281004"	"8"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"154"	"281004"	"9"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"155"	"281004"	"10"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"156"	"281004"	"11"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"157"	"281004"	"12"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"158"	"281004"	"13"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"159"	"281004"	"14"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"160"	"281004"	"15"	"3"	"282004,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"161"	"281004"	"0"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"162"	"281004"	"1"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"163"	"281004"	"2"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"164"	"281004"	"3"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"165"	"281004"	"4"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"166"	"281004"	"5"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"167"	"281004"	"6"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"168"	"281004"	"7"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"169"	"281004"	"8"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"170"	"281004"	"9"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"171"	"281004"	"10"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"172"	"281004"	"11"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"173"	"281004"	"12"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"174"	"281004"	"13"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"175"	"281004"	"14"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"176"	"281004"	"15"	"4"	"282006,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"177"	"281004"	"0"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"178"	"281004"	"1"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"179"	"281004"	"2"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"180"	"281004"	"3"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"181"	"281004"	"4"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"182"	"281004"	"5"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"183"	"281004"	"6"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"184"	"281004"	"7"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"185"	"281004"	"8"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"186"	"281004"	"9"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"187"	"281004"	"10"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"188"	"281004"	"11"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"189"	"281004"	"12"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"190"	"281004"	"13"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"191"	"281004"	"14"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"192"	"281004"	"15"	"5"	"282005,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"193"	"281006"	"0"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"194"	"281006"	"1"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"195"	"281006"	"2"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"196"	"281006"	"3"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"197"	"281006"	"4"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"198"	"281006"	"5"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"199"	"281006"	"6"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"200"	"281006"	"7"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"201"	"281006"	"8"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"202"	"281006"	"9"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"203"	"281006"	"10"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"204"	"281006"	"11"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"205"	"281006"	"12"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"206"	"281006"	"13"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"207"	"281006"	"14"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"208"	"281006"	"15"	"0"	"282007,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"209"	"281006"	"0"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"210"	"281006"	"1"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"211"	"281006"	"2"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"212"	"281006"	"3"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"213"	"281006"	"4"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"214"	"281006"	"5"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"215"	"281006"	"6"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"216"	"281006"	"7"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"217"	"281006"	"8"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"218"	"281006"	"9"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"219"	"281006"	"10"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"220"	"281006"	"11"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"221"	"281006"	"12"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"222"	"281006"	"13"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"223"	"281006"	"14"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"224"	"281006"	"15"	"1"	"282009,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"225"	"281006"	"0"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"226"	"281006"	"1"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"227"	"281006"	"2"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"228"	"281006"	"3"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"229"	"281006"	"4"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"230"	"281006"	"5"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"231"	"281006"	"6"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"232"	"281006"	"7"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"233"	"281006"	"8"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"234"	"281006"	"9"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"235"	"281006"	"10"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"236"	"281006"	"11"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"237"	"281006"	"12"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"238"	"281006"	"13"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"239"	"281006"	"14"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"240"	"281006"	"15"	"2"	"282008,10"	"0.200000"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"241"	"281006"	"0"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"242"	"281006"	"1"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"243"	"281006"	"2"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"244"	"281006"	"3"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"245"	"281006"	"4"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"246"	"281006"	"5"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"247"	"281006"	"6"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"248"	"281006"	"7"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"249"	"281006"	"8"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"250"	"281006"	"9"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"251"	"281006"	"10"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"252"	"281006"	"11"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"253"	"281006"	"12"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"254"	"281006"	"13"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"255"	"281006"	"14"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"256"	"281006"	"15"	"3"	"282007,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"257"	"281006"	"0"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"258"	"281006"	"1"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"259"	"281006"	"2"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"260"	"281006"	"3"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"261"	"281006"	"4"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"262"	"281006"	"5"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"263"	"281006"	"6"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"264"	"281006"	"7"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"265"	"281006"	"8"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"266"	"281006"	"9"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"267"	"281006"	"10"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"268"	"281006"	"11"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"269"	"281006"	"12"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"270"	"281006"	"13"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"271"	"281006"	"14"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"272"	"281006"	"15"	"4"	"282009,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"273"	"281006"	"0"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"274"	"281006"	"1"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"275"	"281006"	"2"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"276"	"281006"	"3"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"277"	"281006"	"4"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"278"	"281006"	"5"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"279"	"281006"	"6"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"280"	"281006"	"7"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"281"	"281006"	"8"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"282"	"281006"	"9"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"283"	"281006"	"10"	"5"	"282008,10"	"0.200000"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
