"装备ID。第一位数字一定要保证是2，不能重复"	"装备名称"	"穿戴模型,ID规则是装备ID+标记位"	"默认升级等级"	"模板起始ID(EquipTemplateConfig)"	"可升星等级"	"套装ID"	"随机技能池"	"技能出现几率"	"斩位值"	"斩位强化值"	"精炼银币消耗"	"装备类型对应的底图"	"可开放宝石孔数目"	"是否为MF顶级进阶装备，橙装才填是"	"装备品质是否固定，全固定和半固定必须填是"	"时装翅膀是否可升级（只针对时装翅膀）"	"附加属性ID（对应ItemEquipExtend表）"	"是否可升级"	"是否可升星"	"是否可洗练"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	""	""	
"20122212"	"0级天威饰品-品质2套装2"	"100012"	""	"12001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20122301"	"0级云锦武器-品质2套装2"	"100001"	""	"12000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20122302"	"0级云锦头盔-品质2套装2"	"100002"	""	"12000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20122303"	"0级云锦衣服-品质2套装2"	"100003"	""	"12000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20122312"	"0级云锦饰品-品质2套装2"	"100012"	""	"12001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131004"	"0级护肩-品质3套装1"	""	""	"13000400"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131005"	"0级腰带-品质3套装1"	""	""	"13000500"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131006"	"0级裤子-品质3套装1"	""	""	"13000600"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131007"	"0级靴子-品质3套装1"	""	""	"13000700"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131008"	"0级项链-品质3套装1"	""	""	"13000800"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131009"	"0级护腕-品质3套装1"	""	""	"13000900"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131010"	"0级左戒-品质3套装1"	""	""	"13001000"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131011"	"0级右戒-品质3套装1"	""	""	"13001100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131101"	"0级转剑武器-品质3套装1"	"100001"	""	"13000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131102"	"0级转剑头盔-品质3套装1"	"100002"	""	"13000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131103"	"0级转剑衣服-品质3套装1"	"100003"	""	"13000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131112"	"0级转剑饰品-品质3套装1"	"100012"	""	"13001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131201"	"0级天威武器-品质3套装1"	"100001"	""	"13000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131202"	"0级天威头盔-品质3套装1"	"100002"	""	"13000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131203"	"0级天威衣服-品质3套装1"	"100003"	""	"13000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131212"	"0级天威饰品-品质3套装1"	"100012"	""	"13001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131301"	"0级云锦武器-品质3套装1"	"100001"	""	"13000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131302"	"0级云锦头盔-品质3套装1"	"100002"	""	"13000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131303"	"0级云锦衣服-品质3套装1"	"100003"	""	"13000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20131312"	"0级云锦饰品-品质3套装1"	"100012"	""	"13001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132004"	"0级护肩-品质3套装2"	""	""	"13000400"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132005"	"0级腰带-品质3套装2"	""	""	"13000500"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132006"	"0级裤子-品质3套装2"	""	""	"13000600"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132007"	"0级靴子-品质3套装2"	""	""	"13000700"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132008"	"0级项链-品质3套装2"	""	""	"13000800"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132009"	"0级护腕-品质3套装2"	""	""	"13000900"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132010"	"0级左戒-品质3套装2"	""	""	"13001000"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132011"	"0级右戒-品质3套装2"	""	""	"13001100"	"9"	"1320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132101"	"0级转剑武器-品质3套装2"	"100001"	""	"13000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132102"	"0级转剑头盔-品质3套装2"	"100002"	""	"13000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132103"	"0级转剑衣服-品质3套装2"	"100003"	""	"13000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132112"	"0级转剑饰品-品质3套装2"	"100012"	""	"13001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132201"	"0级天威武器-品质3套装2"	"100001"	""	"13000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132202"	"0级天威头盔-品质3套装2"	"100002"	""	"13000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132203"	"0级天威衣服-品质3套装2"	"100003"	""	"13000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132212"	"0级天威饰品-品质3套装2"	"100012"	""	"13001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132301"	"0级云锦武器-品质3套装2"	"100001"	""	"13000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132302"	"0级云锦头盔-品质3套装2"	"100002"	""	"13000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132303"	"0级云锦衣服-品质3套装2"	"100003"	""	"13000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20132312"	"0级云锦饰品-品质3套装2"	"100012"	""	"13001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141004"	"0级护肩-品质4套装1"	""	""	"14000400"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141005"	"0级腰带-品质4套装1"	""	""	"14000500"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141006"	"0级裤子-品质4套装1"	""	""	"14000600"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141007"	"0级靴子-品质4套装1"	""	""	"14000700"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141008"	"0级项链-品质4套装1"	""	""	"14000800"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141009"	"0级护腕-品质4套装1"	""	""	"14000900"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141010"	"0级左戒-品质4套装1"	""	""	"14001000"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141011"	"0级右戒-品质4套装1"	""	""	"14001100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141101"	"0级转剑武器-品质4套装1"	"100001"	""	"14000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141102"	"0级转剑头盔-品质4套装1"	"100002"	""	"14000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141103"	"0级转剑衣服-品质4套装1"	"100003"	""	"14000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141112"	"0级转剑饰品-品质4套装1"	"100012"	""	"14001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141201"	"0级天威武器-品质4套装1"	"100001"	""	"14000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141202"	"0级天威头盔-品质4套装1"	"100002"	""	"14000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141203"	"0级天威衣服-品质4套装1"	"100003"	""	"14000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141212"	"0级天威饰品-品质4套装1"	"100012"	""	"14001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141301"	"0级云锦武器-品质4套装1"	"100001"	""	"14000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141302"	"0级云锦头盔-品质4套装1"	"100002"	""	"14000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141303"	"0级云锦衣服-品质4套装1"	"100003"	""	"14000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20141312"	"0级云锦饰品-品质4套装1"	"100012"	""	"14001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142004"	"0级护肩-品质4套装2"	""	""	"14000400"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142005"	"0级腰带-品质4套装2"	""	""	"14000500"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142006"	"0级裤子-品质4套装2"	""	""	"14000600"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142007"	"0级靴子-品质4套装2"	""	""	"14000700"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142008"	"0级项链-品质4套装2"	""	""	"14000800"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142009"	"0级护腕-品质4套装2"	""	""	"14000900"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142010"	"0级左戒-品质4套装2"	""	""	"14001000"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142011"	"0级右戒-品质4套装2"	""	""	"14001100"	"12"	"1420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142101"	"0级转剑武器-品质4套装2"	"100001"	""	"14000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142102"	"0级转剑头盔-品质4套装2"	"100002"	""	"14000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142103"	"0级转剑衣服-品质4套装2"	"100003"	""	"14000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142112"	"0级转剑饰品-品质4套装2"	"100012"	""	"14001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142201"	"0级天威武器-品质4套装2"	"100001"	""	"14000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142202"	"0级天威头盔-品质4套装2"	"100002"	""	"14000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142203"	"0级天威衣服-品质4套装2"	"100003"	""	"14000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142212"	"0级天威饰品-品质4套装2"	"100012"	""	"14001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142301"	"0级云锦武器-品质4套装2"	"100001"	""	"14000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142302"	"0级云锦头盔-品质4套装2"	"100002"	""	"14000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142303"	"0级云锦衣服-品质4套装2"	"100003"	""	"14000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20142312"	"0级云锦饰品-品质4套装2"	"100012"	""	"14001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151004"	"0级护肩-品质5套装1"	""	""	"15000400"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151005"	"0级腰带-品质5套装1"	""	""	"15000500"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151006"	"0级裤子-品质5套装1"	""	""	"15000600"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151007"	"0级靴子-品质5套装1"	""	""	"15000700"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151008"	"0级项链-品质5套装1"	""	""	"15000800"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151009"	"0级护腕-品质5套装1"	""	""	"15000900"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151010"	"0级左戒-品质5套装1"	""	""	"15001000"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151011"	"0级右戒-品质5套装1"	""	""	"15001100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151101"	"0级转剑武器-品质5套装1"	"100001"	""	"15000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151102"	"0级转剑头盔-品质5套装1"	"100002"	""	"15000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151103"	"0级转剑衣服-品质5套装1"	"100003"	""	"15000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151112"	"0级转剑饰品-品质5套装1"	"100012"	""	"15001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151201"	"0级天威武器-品质5套装1"	"100001"	""	"15000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151202"	"0级天威头盔-品质5套装1"	"100002"	""	"15000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151203"	"0级天威衣服-品质5套装1"	"100003"	""	"15000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151212"	"0级天威饰品-品质5套装1"	"100012"	""	"15001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151301"	"0级云锦武器-品质5套装1"	"100001"	""	"15000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151302"	"0级云锦头盔-品质5套装1"	"100002"	""	"15000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151303"	"0级云锦衣服-品质5套装1"	"100003"	""	"15000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20151312"	"0级云锦饰品-品质5套装1"	"100012"	""	"15001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152004"	"0级护肩-品质5套装2"	""	""	"15000400"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152005"	"0级腰带-品质5套装2"	""	""	"15000500"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152006"	"0级裤子-品质5套装2"	""	""	"15000600"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152007"	"0级靴子-品质5套装2"	""	""	"15000700"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152008"	"0级项链-品质5套装2"	""	""	"15000800"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152009"	"0级护腕-品质5套装2"	""	""	"15000900"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152010"	"0级左戒-品质5套装2"	""	""	"15001000"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152011"	"0级右戒-品质5套装2"	""	""	"15001100"	"15"	"1520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152101"	"0级转剑武器-品质5套装2"	"100001"	""	"15000100"	"15"	"1521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152102"	"0级转剑头盔-品质5套装2"	"100002"	""	"15000200"	"15"	"1521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152103"	"0级转剑衣服-品质5套装2"	"100003"	""	"15000300"	"15"	"1521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152112"	"0级转剑饰品-品质5套装2"	"100012"	""	"15001200"	"15"	"1521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152201"	"0级天威武器-品质5套装2"	"100001"	""	"15000100"	"15"	"1522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152202"	"0级天威头盔-品质5套装2"	"100002"	""	"15000200"	"15"	"1522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152203"	"0级天威衣服-品质5套装2"	"100003"	""	"15000300"	"15"	"1522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152212"	"0级天威饰品-品质5套装2"	"100012"	""	"15001200"	"15"	"1522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152301"	"0级云锦武器-品质5套装2"	"100001"	""	"15000100"	"15"	"1523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152302"	"0级云锦头盔-品质5套装2"	"100002"	""	"15000200"	"15"	"1523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152303"	"0级云锦衣服-品质5套装2"	"100003"	""	"15000300"	"15"	"1523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20152312"	"0级云锦饰品-品质5套装2"	"100012"	""	"15001200"	"15"	"1523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211004"	"40级护肩-品质1套装1"	""	""	"21000400"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211005"	"40级腰带-品质1套装1"	""	""	"21000500"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211006"	"40级裤子-品质1套装1"	""	""	"21000600"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211007"	"40级靴子-品质1套装1"	""	""	"21000700"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211008"	"40级项链-品质1套装1"	""	""	"21000800"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211009"	"40级护腕-品质1套装1"	""	""	"21000900"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211010"	"40级左戒-品质1套装1"	""	""	"21001000"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211011"	"40级右戒-品质1套装1"	""	""	"21001100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211101"	"40级转剑武器-品质1套装1"	"200001"	""	"21000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211102"	"40级转剑头盔-品质1套装1"	"200002"	""	"21000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211103"	"40级转剑衣服-品质1套装1"	"200003"	""	"21000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211112"	"40级转剑饰品-品质1套装1"	"200012"	""	"21001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211201"	"40级天威武器-品质1套装1"	"200001"	""	"21000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211202"	"40级天威头盔-品质1套装1"	"200002"	""	"21000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211203"	"40级天威衣服-品质1套装1"	"200003"	""	"21000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211212"	"40级天威饰品-品质1套装1"	"200012"	""	"21001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211301"	"40级云锦武器-品质1套装1"	"200001"	""	"21000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211302"	"40级云锦头盔-品质1套装1"	"200002"	""	"21000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211303"	"40级云锦衣服-品质1套装1"	"200003"	""	"21000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20211312"	"40级云锦饰品-品质1套装1"	"200012"	""	"21001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212004"	"40级护肩-品质1套装2"	""	""	"21000400"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212005"	"40级腰带-品质1套装2"	""	""	"21000500"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212006"	"40级裤子-品质1套装2"	""	""	"21000600"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212007"	"40级靴子-品质1套装2"	""	""	"21000700"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212008"	"40级项链-品质1套装2"	""	""	"21000800"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212009"	"40级护腕-品质1套装2"	""	""	"21000900"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212010"	"40级左戒-品质1套装2"	""	""	"21001000"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212011"	"40级右戒-品质1套装2"	""	""	"21001100"	"3"	"2120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212101"	"40级转剑武器-品质1套装2"	"200001"	""	"21000100"	"3"	"2121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212102"	"40级转剑头盔-品质1套装2"	"200002"	""	"21000200"	"3"	"2121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212103"	"40级转剑衣服-品质1套装2"	"200003"	""	"21000300"	"3"	"2121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212112"	"40级转剑饰品-品质1套装2"	"200012"	""	"21001200"	"3"	"2121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212201"	"40级天威武器-品质1套装2"	"200001"	""	"21000100"	"3"	"2122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212202"	"40级天威头盔-品质1套装2"	"200002"	""	"21000200"	"3"	"2122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212203"	"40级天威衣服-品质1套装2"	"200003"	""	"21000300"	"3"	"2122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212212"	"40级天威饰品-品质1套装2"	"200012"	""	"21001200"	"3"	"2122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212301"	"40级云锦武器-品质1套装2"	"200001"	""	"21000100"	"3"	"2123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212302"	"40级云锦头盔-品质1套装2"	"200002"	""	"21000200"	"3"	"2123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212303"	"40级云锦衣服-品质1套装2"	"200003"	""	"21000300"	"3"	"2123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20212312"	"40级云锦饰品-品质1套装2"	"200012"	""	"21001200"	"3"	"2123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20221004"	"40级护肩-品质2套装1"	""	""	"22000400"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
