"ID,40000-44999给骑龙和龙的技能，45000到45999给坐骑"	"名称"	"描述"	"描述参数"	"图集ID"	"图标ID"	"是否显示图标"	"友好度0=良性,1=负面,2=中立"	"由Magic对象管理"	"切换场景结束"	"死亡结束"	"下线结束"	"下线计时"	"下龙消失(用于控制龙主动技能产生的buff)"	"组ID，注意如果是光环的话，代表被光环笼罩产生的buff的组"	"组中优先级0为最低"	"同id共存方式0=叠加,1=冲抵,2=免疫,3=共存(只用于龙的被动技)4=刷新已存的buff时间"	"光环标志0x01=可叠加，0x02=他人不可见"	"默认叠加层数"	"叠加层数上限"	"光环目标1=单体；2=敌人；4=友军；8=中立"	"光环持续时间"	"光环生效半径只对光环类型是计时型的起作用。次数型光环均是个人光环。"	"光环更新时间光环刷新时只修改目标列表"	"是否为限制效果"	"效果1ID"	"效果2ID"	"效果3ID"	"效果4ID"	"效果5ID"	"效果6ID"	"客户端效果"	"生效场景--不配表示所有场景中生效--否则仅在配置场景中生效"	"效果添加对象5：人2：dummy4：马"	"状态分类0=无1=定身状态2=中毒状态3=眩晕状态4=缓速状态"	"客户端效果是否叠加如果光环是多层的，那么表现效果是否按照层数叠加"	
"134"	"霸体"	"霸体"	""	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"5000"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1007"	""	"5"	"0"	"0"	
"140"	"冻结"	"冻结"	""	"BuffAtlas"	"newbuff11"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1000"	"4"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1008"	""	"5"	"3"	"0"	
"141"	"冻结"	"冻结"	""	"BuffAtlas"	"newbuff11"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"2000"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1008"	""	"5"	"3"	"0"	
"142"	"冻结"	"冻结"	""	"BuffAtlas"	"newbuff11"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"3000"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1008"	""	"5"	"3"	"0"	
"143"	"冻结"	"冻结"	""	"BuffAtlas"	"newbuff11"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"4000"	"4"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1008"	""	"5"	"3"	"0"	
"144"	"冻结"	"冻结"	""	"BuffAtlas"	"newbuff11"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"5000"	"4"	"0"	"1"	"0"	"1"	"5000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1008"	""	"5"	"3"	"0"	
"145"	"冻结15秒"	"冻结"	""	"BuffAtlas"	"newbuff11"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"5000"	"4"	"0"	"1"	"0"	"1"	"15000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1008"	""	"5"	"3"	"0"	
"200"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,200,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2010"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"200"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"201"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,201,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2020"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"201"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"202"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,202,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2030"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"202"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"203"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,203,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2040"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"203"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"204"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,204,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2050"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"204"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"205"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,205,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2060"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"205"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"206"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,206,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2070"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"206"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"207"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,207,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2080"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"207"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"208"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,208,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2090"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"208"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"209"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,209,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"2100"	"4"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"0"	"209"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"210"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,200,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3010"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"200"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"211"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,201,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3020"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"201"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"212"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,202,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3030"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"202"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"213"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,203,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3040"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"203"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"214"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,204,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3050"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"204"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"215"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,205,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3060"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"205"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"216"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,206,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3070"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"206"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"217"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,207,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3080"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"207"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"218"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,208,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3090"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"208"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"219"	"减速"	"移动速度降低[green]${0},12$[white]"	"[[`aura_effect_id`,209,`para4`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"3100"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"209"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"220"	"跨服活动定身"	"不能移动"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"1"	"3"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"1"	"0"	
"304"	"永久无敌无客户端表现"	"永远无敌"	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"3100"	"-1"	"-1"	"-1"	"-1"	"-1"	"1003"	""	"5"	"0"	"0"	
"312"	"沉默"	"无法施放技能"	""	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"4"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"7"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"351"	"标记buff"	"移动速度降低[green]${0},12$[white]"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"1000000"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"3001"	"如影随形1"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3001"	""	"5"	"0"	"0"	
"3002"	"如影随形2"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3002"	""	"5"	"0"	"0"	
"3003"	"如影随形3"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3003"	""	"5"	"0"	"0"	
"3004"	"如影随形4"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3004"	""	"5"	"0"	"0"	
"3005"	"如影随形5"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3005"	""	"5"	"0"	"0"	
"3006"	"如影随形6"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3006"	""	"5"	"0"	"0"	
"3007"	"如影随形7"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3007"	""	"5"	"0"	"0"	
"3008"	"如影随形8"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3008"	""	"5"	"0"	"0"	
"3009"	"如影随形9"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3009"	""	"5"	"0"	"0"	
"3010"	"如影随形10"	"如影随形成长线外观"	""	""	""	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3010"	""	"5"	"0"	"0"	
"9010"	"强击光环Lv.1"	"攻击力提升[green]2%[white]，最高可提升到[green]5[white]级\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"10"	"0"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9010"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9011"	"强击光环Lv.2"	"攻击力提升[green]4%[white]，最高可提升到[green]5[white]\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"10"	"1"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9011"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9012"	"强击光环Lv.3"	"攻击力提升[green]6%[white]，最高可提升到[green]5[white]\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"10"	"2"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9012"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9013"	"强击光环Lv.4"	"攻击力提升[green]8%[white]，最高可提升到[green]5[white]\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"10"	"3"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9013"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9014"	"强击光环Lv.5"	"攻击力提升[green]10%[white]，已达到最高等\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"10"	"4"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9014"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9020"	"狂猛光环Lv.1"	"暴击率提升[green]2%[white]，最高可提升到[green]5[white]\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff23"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"7"	"0"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9020"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9021"	"狂猛光环Lv.2"	"暴击率提升[green]4%[white]，最高可提升到[green]5[white]\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff23"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"7"	"1"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9021"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9022"	"狂猛光环Lv.3"	"暴击率提升[green]6%[white]，最高可提升到[green]5[white]\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff23"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"7"	"2"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9022"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9023"	"狂猛光环Lv.4"	"暴击率提升[green]8%[white]，最高可提升到[green]5[white]\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff23"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"7"	"3"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9023"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"9024"	"狂猛光环Lv.5"	"暴击率提升[green]10%[white]，已达到最高等\n[red]仅在秘境试炼活动场景内生效，中途退出再进入时自动恢复已购买光环。"	""	"BuffAtlas"	"newbuff23"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"7"	"4"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"9024"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"6002"	"5"	"0"	"0"	
"30400"	"战场加速buff"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"4"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"30400"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"30410"	"战场血上限buff"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"4"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"30410"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"30411"	"战场血回满buff"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"4"	"0"	"1"	"0"	"1"	"100"	"0.000000"	"1000"	"0"	"30411"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"60200"	"生命增加"	"生命值每隔[green]2[white]秒增加[green]10%[white]"	""	"BuffAtlas"	"newbuff34"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"14000"	"0.000000"	"2000"	"0"	"60200"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60201"	"攻击增加"	"攻击力增加[green]10%[white]"	""	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"15000"	"0.000000"	"1000"	"0"	"60201"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60202"	"防御增加"	"物理防御和魔法防御增加[green]10%[white]"	""	"BuffAtlas"	"newbuff55"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"15000"	"0.000000"	"1000"	"0"	"60202"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60203"	"速度增加"	"移动速度增加[green]10%[white]"	""	"BuffAtlas"	"newbuff62"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"15000"	"0.000000"	"1000"	"0"	"60203"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60204"	"经验增加"	"在当前场景中，每隔[green]10[white]秒会增加部分经验"	""	"BuffAtlas"	"newbuff30"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"60204"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60205"	"保护状态"	"目前处于保护状态，不能受到伤害，且无法使用技能"	""	"BuffAtlas"	"newbuff2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"60205"	"60206"	"7"	"-1"	"-1"	"-1"	"1003"	""	"5"	"0"	"0"	
"60206"	"保护状态3秒"	"目前处于保护状态，不能受到伤害，且无法使用技能"	""	"BuffAtlas"	"newbuff2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"60205"	"60206"	"7"	"-1"	"-1"	"-1"	"1003"	""	"5"	"0"	"0"	
"60207"	"经验增加"	"在当前场景中，每隔[green]20[white]秒会增加部分经验"	""	"BuffAtlas"	"newbuff30"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"60207"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60208"	"经验增加"	"在当前场景中，每隔[green]15[white]秒会增加部分经验"	""	"BuffAtlas"	"newbuff30"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"60208"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60209"	"经验增加"	"在当前场景中，每隔[green]10[white]秒会增加部分经验"	""	"BuffAtlas"	"newbuff30"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"60209"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60306"	"帮派战蓝光环"	"公会战脚底光环"	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"0"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60307"	"帮派战紫光环"	"公会战脚底光环"	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"0"	"-1"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"0"	"0"	
"60800"	"保护"	"你处于复活保护状态，免疫一切伤害"	""	"BuffAtlas"	"newbuff2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"8"	"0"	"2"	"0"	"1"	"0"	"1"	"5000"	"0.000000"	"1000"	"0"	"60800"	"-1"	"-1"	"-1"	"-1"	"-1"	"60205"	""	"5"	"0"	"0"	
"60810"	"治愈"	"每5秒回复5%的最大生命值"	""	"BuffAtlas"	"newbuff33"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"4"	"0"	"1"	"0"	"4"	"-1"	"10.000000"	"1000"	"0"	"60810"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"60820"	"治愈"	"每5秒回复5%的最大生命值"	""	"BuffAtlas"	"newbuff33"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"4"	"0"	"1"	"0"	"4"	"-1"	"5.000000"	"1000"	"0"	"60820"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"60910"	"逃兵"	"5分钟内不能进入15V15战场活动"	""	"BuffAtlas"	"newbuff45"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"0"	"1"	"2"	"1"	"0"	"1"	"300"	"0.000000"	"1000"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
