"模板ID"	"升星等级"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	"升星几率"	"元宝数量"	"道具1"	"道具数量"	"道具2"	"道具数量"	"铜币数量"	"回收经验"	"返还铜币"	"返还道具1"	"返还数量"	"返还道具2"	"返还数量"	"返还道具3"	"返还数量"	
"11000907"	"7"	"1"	"160.000000"	"18"	"23.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"3200"	"1"	"5600"	"100039"	"7"	"100040"	"2"	""	""	
"11000908"	"8"	"1"	"184.000000"	"18"	"26.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"3600"	"1"	"7200"	"100039"	"7"	"100040"	"4"	""	""	
"11000909"	"9"	"1"	"208.000000"	"18"	"30.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"4000"	"1"	"9000"	"100039"	"7"	"100040"	"6"	""	""	
"11000910"	"10"	"1"	"232.000000"	"18"	"33.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"4400"	"1"	"11000"	"100039"	"7"	"100040"	"8"	""	""	
"11000911"	"11"	"1"	"272.000000"	"18"	"39.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"4800"	"1"	"13200"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"11000912"	"12"	"1"	"312.000000"	"18"	"45.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"5200"	"1"	"15600"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"11000913"	"13"	"1"	"352.000000"	"18"	"51.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"5600"	"1"	"18200"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"11000914"	"14"	"1"	"392.000000"	"18"	"57.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"6000"	"1"	"21000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"11000915"	"15"	"1"	"432.000000"	"18"	"63.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"24000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"11001000"	"0"	"1"	"32.000000"	"16"	"4.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"400"	"1"	"0"	""	""	""	""	""	""	
"11001001"	"1"	"1"	"48.000000"	"16"	"6.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"800"	"1"	"200"	"100039"	"0"	""	""	""	""	
"11001002"	"2"	"1"	"64.000000"	"16"	"8.000000"	"1.000000"	"1"	"100039"	"3"	"-1"	"-1"	"1200"	"1"	"600"	"100039"	"1"	""	""	""	""	
"11001003"	"3"	"1"	"80.000000"	"16"	"11.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"1600"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"11001004"	"4"	"1"	"96.000000"	"16"	"13.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"2000"	"1"	"2000"	"100039"	"5"	""	""	""	""	
"11001005"	"5"	"1"	"112.000000"	"16"	"16.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"2400"	"1"	"3000"	"100039"	"7"	""	""	""	""	
"11001006"	"6"	"1"	"136.000000"	"16"	"19.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"2800"	"1"	"4200"	"100039"	"7"	"100040"	"0"	""	""	
"11001007"	"7"	"1"	"160.000000"	"16"	"23.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"3200"	"1"	"5600"	"100039"	"7"	"100040"	"2"	""	""	
"11001008"	"8"	"1"	"184.000000"	"16"	"26.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"3600"	"1"	"7200"	"100039"	"7"	"100040"	"4"	""	""	
"11001009"	"9"	"1"	"208.000000"	"16"	"30.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"4000"	"1"	"9000"	"100039"	"7"	"100040"	"6"	""	""	
"11001010"	"10"	"1"	"232.000000"	"16"	"33.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"4400"	"1"	"11000"	"100039"	"7"	"100040"	"8"	""	""	
"11001011"	"11"	"1"	"272.000000"	"16"	"39.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"4800"	"1"	"13200"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"11001012"	"12"	"1"	"312.000000"	"16"	"45.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"5200"	"1"	"15600"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"11001013"	"13"	"1"	"352.000000"	"16"	"51.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"5600"	"1"	"18200"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"11001014"	"14"	"1"	"392.000000"	"16"	"57.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"6000"	"1"	"21000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"11001015"	"15"	"1"	"432.000000"	"16"	"63.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"24000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"11001100"	"0"	"1"	"32.000000"	"8"	"4.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"400"	"1"	"0"	""	""	""	""	""	""	
"11001101"	"1"	"1"	"48.000000"	"8"	"6.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"800"	"1"	"200"	"100039"	"0"	""	""	""	""	
"11001102"	"2"	"1"	"64.000000"	"8"	"8.000000"	"1.000000"	"1"	"100039"	"3"	"-1"	"-1"	"1200"	"1"	"600"	"100039"	"1"	""	""	""	""	
"11001103"	"3"	"1"	"80.000000"	"8"	"11.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"1600"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"11001104"	"4"	"1"	"96.000000"	"8"	"13.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"2000"	"1"	"2000"	"100039"	"5"	""	""	""	""	
"11001105"	"5"	"1"	"112.000000"	"8"	"16.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"2400"	"1"	"3000"	"100039"	"7"	""	""	""	""	
"11001106"	"6"	"1"	"136.000000"	"8"	"19.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"2800"	"1"	"4200"	"100039"	"7"	"100040"	"0"	""	""	
"11001107"	"7"	"1"	"160.000000"	"8"	"23.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"3200"	"1"	"5600"	"100039"	"7"	"100040"	"2"	""	""	
"11001108"	"8"	"1"	"184.000000"	"8"	"26.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"3600"	"1"	"7200"	"100039"	"7"	"100040"	"4"	""	""	
"11001109"	"9"	"1"	"208.000000"	"8"	"30.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"4000"	"1"	"9000"	"100039"	"7"	"100040"	"6"	""	""	
"11001110"	"10"	"1"	"232.000000"	"8"	"33.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"4400"	"1"	"11000"	"100039"	"7"	"100040"	"8"	""	""	
"11001111"	"11"	"1"	"272.000000"	"8"	"39.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"4800"	"1"	"13200"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"11001112"	"12"	"1"	"312.000000"	"8"	"45.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"5200"	"1"	"15600"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"11001113"	"13"	"1"	"352.000000"	"8"	"51.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"5600"	"1"	"18200"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"11001114"	"14"	"1"	"392.000000"	"8"	"57.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"6000"	"1"	"21000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"11001115"	"15"	"1"	"432.000000"	"8"	"63.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"24000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"11001200"	"0"	"1"	"32.000000"	"10"	"4.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"400"	"1"	"0"	""	""	""	""	""	""	
"11001201"	"1"	"1"	"48.000000"	"10"	"6.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"800"	"1"	"200"	"100039"	"0"	""	""	""	""	
"11001202"	"2"	"1"	"64.000000"	"10"	"8.000000"	"1.000000"	"1"	"100039"	"3"	"-1"	"-1"	"1200"	"1"	"600"	"100039"	"1"	""	""	""	""	
"11001203"	"3"	"1"	"80.000000"	"10"	"11.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"1600"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"11001204"	"4"	"1"	"96.000000"	"10"	"13.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"2000"	"1"	"2000"	"100039"	"5"	""	""	""	""	
"11001205"	"5"	"1"	"112.000000"	"10"	"16.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"2400"	"1"	"3000"	"100039"	"7"	""	""	""	""	
"11001206"	"6"	"1"	"136.000000"	"10"	"19.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"2800"	"1"	"4200"	"100039"	"7"	"100040"	"0"	""	""	
"11001207"	"7"	"1"	"160.000000"	"10"	"23.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"3200"	"1"	"5600"	"100039"	"7"	"100040"	"2"	""	""	
"11001208"	"8"	"1"	"184.000000"	"10"	"26.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"3600"	"1"	"7200"	"100039"	"7"	"100040"	"4"	""	""	
"11001209"	"9"	"1"	"208.000000"	"10"	"30.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"4000"	"1"	"9000"	"100039"	"7"	"100040"	"6"	""	""	
"11001210"	"10"	"1"	"232.000000"	"10"	"33.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"4400"	"1"	"11000"	"100039"	"7"	"100040"	"8"	""	""	
"11001211"	"11"	"1"	"272.000000"	"10"	"39.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"4800"	"1"	"13200"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"11001212"	"12"	"1"	"312.000000"	"10"	"45.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"5200"	"1"	"15600"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"11001213"	"13"	"1"	"352.000000"	"10"	"51.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"5600"	"1"	"18200"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"11001214"	"14"	"1"	"392.000000"	"10"	"57.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"6000"	"1"	"21000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"11001215"	"15"	"1"	"432.000000"	"10"	"63.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"24000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"12000100"	"0"	"1"	"56.000000"	"12"	"8.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"800"	"3"	"0"	""	""	""	""	""	""	
"12000101"	"1"	"1"	"72.000000"	"12"	"10.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"1600"	"3"	"400"	"100039"	"0"	""	""	""	""	
"12000102"	"2"	"1"	"88.000000"	"12"	"12.000000"	"0.900000"	"1"	"100039"	"3"	"-1"	"-1"	"2400"	"3"	"1200"	"100039"	"1"	""	""	""	""	
"12000103"	"3"	"1"	"104.000000"	"12"	"15.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"3200"	"3"	"2400"	"100039"	"3"	""	""	""	""	
"12000104"	"4"	"1"	"120.000000"	"12"	"17.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"4000"	"3"	"4000"	"100039"	"5"	""	""	""	""	
"12000105"	"5"	"1"	"136.000000"	"12"	"20.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"4800"	"3"	"6000"	"100039"	"7"	""	""	""	""	
"12000106"	"6"	"1"	"160.000000"	"12"	"23.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"5600"	"3"	"8400"	"100039"	"7"	"100040"	"0"	""	""	
"12000107"	"7"	"1"	"184.000000"	"12"	"27.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"6400"	"3"	"11200"	"100039"	"7"	"100040"	"2"	""	""	
"12000108"	"8"	"1"	"208.000000"	"12"	"30.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"7200"	"3"	"14400"	"100039"	"7"	"100040"	"4"	""	""	
"12000109"	"9"	"1"	"232.000000"	"12"	"34.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"8000"	"3"	"18000"	"100039"	"7"	"100040"	"6"	""	""	
"12000110"	"10"	"1"	"256.000000"	"12"	"37.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"8800"	"3"	"22000"	"100039"	"7"	"100040"	"8"	""	""	
"12000111"	"11"	"1"	"296.000000"	"12"	"43.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"9600"	"3"	"26400"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"12000112"	"12"	"1"	"336.000000"	"12"	"49.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"10400"	"3"	"31200"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"12000113"	"13"	"1"	"376.000000"	"12"	"55.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"11200"	"3"	"36400"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"12000114"	"14"	"1"	"416.000000"	"12"	"61.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"12000"	"3"	"42000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"12000115"	"15"	"1"	"456.000000"	"12"	"67.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3"	"48000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"12000200"	"0"	"0"	"1680.000000"	"14"	"8.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"800"	"3"	"0"	""	""	""	""	""	""	
"12000201"	"1"	"0"	"2160.000000"	"14"	"10.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"1600"	"3"	"400"	"100039"	"0"	""	""	""	""	
"12000202"	"2"	"0"	"2640.000000"	"14"	"12.000000"	"0.900000"	"1"	"100039"	"3"	"-1"	"-1"	"2400"	"3"	"1200"	"100039"	"1"	""	""	""	""	
"12000203"	"3"	"0"	"3120.000000"	"14"	"15.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"3200"	"3"	"2400"	"100039"	"3"	""	""	""	""	
"12000204"	"4"	"0"	"3600.000000"	"14"	"17.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"4000"	"3"	"4000"	"100039"	"5"	""	""	""	""	
"12000205"	"5"	"0"	"4080.000000"	"14"	"20.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"4800"	"3"	"6000"	"100039"	"7"	""	""	""	""	
"12000206"	"6"	"0"	"4800.000000"	"14"	"23.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"5600"	"3"	"8400"	"100039"	"7"	"100040"	"0"	""	""	
"12000207"	"7"	"0"	"5520.000000"	"14"	"27.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"6400"	"3"	"11200"	"100039"	"7"	"100040"	"2"	""	""	
"12000208"	"8"	"0"	"6240.000000"	"14"	"30.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"7200"	"3"	"14400"	"100039"	"7"	"100040"	"4"	""	""	
"12000209"	"9"	"0"	"6960.000000"	"14"	"34.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"8000"	"3"	"18000"	"100039"	"7"	"100040"	"6"	""	""	
"12000210"	"10"	"0"	"7680.000000"	"14"	"37.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"8800"	"3"	"22000"	"100039"	"7"	"100040"	"8"	""	""	
"12000211"	"11"	"0"	"8880.000000"	"14"	"43.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"9600"	"3"	"26400"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"12000212"	"12"	"0"	"10080.000000"	"14"	"49.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"10400"	"3"	"31200"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"12000213"	"13"	"0"	"11280.000000"	"14"	"55.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"11200"	"3"	"36400"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"12000214"	"14"	"0"	"12480.000000"	"14"	"61.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"12000"	"3"	"42000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"12000215"	"15"	"0"	"13680.000000"	"14"	"67.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3"	"48000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"12000300"	"0"	"2"	"84.000000"	"18"	"8.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"800"	"3"	"0"	""	""	""	""	""	""	
"12000301"	"1"	"2"	"108.000000"	"18"	"10.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"1600"	"3"	"400"	"100039"	"0"	""	""	""	""	
"12000302"	"2"	"2"	"132.000000"	"18"	"12.000000"	"0.900000"	"1"	"100039"	"3"	"-1"	"-1"	"2400"	"3"	"1200"	"100039"	"1"	""	""	""	""	
"12000303"	"3"	"2"	"156.000000"	"18"	"15.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"3200"	"3"	"2400"	"100039"	"3"	""	""	""	""	
"12000304"	"4"	"2"	"180.000000"	"18"	"17.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"4000"	"3"	"4000"	"100039"	"5"	""	""	""	""	
"12000305"	"5"	"2"	"204.000000"	"18"	"20.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"4800"	"3"	"6000"	"100039"	"7"	""	""	""	""	
"12000306"	"6"	"2"	"240.000000"	"18"	"23.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"5600"	"3"	"8400"	"100039"	"7"	"100040"	"0"	""	""	
"12000307"	"7"	"2"	"276.000000"	"18"	"27.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"6400"	"3"	"11200"	"100039"	"7"	"100040"	"2"	""	""	
"12000308"	"8"	"2"	"312.000000"	"18"	"30.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"7200"	"3"	"14400"	"100039"	"7"	"100040"	"4"	""	""	
"12000309"	"9"	"2"	"348.000000"	"18"	"34.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"8000"	"3"	"18000"	"100039"	"7"	"100040"	"6"	""	""	
"12000310"	"10"	"2"	"384.000000"	"18"	"37.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"8800"	"3"	"22000"	"100039"	"7"	"100040"	"8"	""	""	
"12000311"	"11"	"2"	"444.000000"	"18"	"43.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"9600"	"3"	"26400"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"12000312"	"12"	"2"	"504.000000"	"18"	"49.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"10400"	"3"	"31200"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"12000313"	"13"	"2"	"564.000000"	"18"	"55.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"11200"	"3"	"36400"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"12000314"	"14"	"2"	"624.000000"	"18"	"61.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"12000"	"3"	"42000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"12000315"	"15"	"2"	"684.000000"	"18"	"67.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3"	"48000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"12000400"	"0"	"0"	"1680.000000"	"16"	"8.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"800"	"3"	"0"	""	""	""	""	""	""	
"12000401"	"1"	"0"	"2160.000000"	"16"	"10.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"1600"	"3"	"400"	"100039"	"0"	""	""	""	""	
"12000402"	"2"	"0"	"2640.000000"	"16"	"12.000000"	"0.900000"	"1"	"100039"	"3"	"-1"	"-1"	"2400"	"3"	"1200"	"100039"	"1"	""	""	""	""	
"12000403"	"3"	"0"	"3120.000000"	"16"	"15.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"3200"	"3"	"2400"	"100039"	"3"	""	""	""	""	
"12000404"	"4"	"0"	"3600.000000"	"16"	"17.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"4000"	"3"	"4000"	"100039"	"5"	""	""	""	""	
"12000405"	"5"	"0"	"4080.000000"	"16"	"20.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"4800"	"3"	"6000"	"100039"	"7"	""	""	""	""	
"12000406"	"6"	"0"	"4800.000000"	"16"	"23.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"5600"	"3"	"8400"	"100039"	"7"	"100040"	"0"	""	""	
"12000407"	"7"	"0"	"5520.000000"	"16"	"27.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"6400"	"3"	"11200"	"100039"	"7"	"100040"	"2"	""	""	
"12000408"	"8"	"0"	"6240.000000"	"16"	"30.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"7200"	"3"	"14400"	"100039"	"7"	"100040"	"4"	""	""	
"12000409"	"9"	"0"	"6960.000000"	"16"	"34.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"8000"	"3"	"18000"	"100039"	"7"	"100040"	"6"	""	""	
"12000410"	"10"	"0"	"7680.000000"	"16"	"37.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"8800"	"3"	"22000"	"100039"	"7"	"100040"	"8"	""	""	
"12000411"	"11"	"0"	"8880.000000"	"16"	"43.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"9600"	"3"	"26400"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"12000412"	"12"	"0"	"10080.000000"	"16"	"49.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"10400"	"3"	"31200"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"12000413"	"13"	"0"	"11280.000000"	"16"	"55.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"11200"	"3"	"36400"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"12000414"	"14"	"0"	"12480.000000"	"16"	"61.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"12000"	"3"	"42000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"12000415"	"15"	"0"	"13680.000000"	"16"	"67.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3"	"48000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"12000500"	"0"	"0"	"1680.000000"	"8"	"8.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"800"	"3"	"0"	""	""	""	""	""	""	
"12000501"	"1"	"0"	"2160.000000"	"8"	"10.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"1600"	"3"	"400"	"100039"	"0"	""	""	""	""	
"12000502"	"2"	"0"	"2640.000000"	"8"	"12.000000"	"0.900000"	"1"	"100039"	"3"	"-1"	"-1"	"2400"	"3"	"1200"	"100039"	"1"	""	""	""	""	
"12000503"	"3"	"0"	"3120.000000"	"8"	"15.000000"	"0.800000"	"1"	"100039"	"4"	"-1"	"-1"	"3200"	"3"	"2400"	"100039"	"3"	""	""	""	""	
"12000504"	"4"	"0"	"3600.000000"	"8"	"17.000000"	"0.750000"	"2"	"100039"	"5"	"-1"	"-1"	"4000"	"3"	"4000"	"100039"	"5"	""	""	""	""	
"12000505"	"5"	"0"	"4080.000000"	"8"	"20.000000"	"0.700000"	"2"	"100040"	"1"	"-1"	"-1"	"4800"	"3"	"6000"	"100039"	"7"	""	""	""	""	
"12000506"	"6"	"0"	"4800.000000"	"8"	"23.000000"	"0.650000"	"3"	"100040"	"2"	"-1"	"-1"	"5600"	"3"	"8400"	"100039"	"7"	"100040"	"0"	""	""	
"12000507"	"7"	"0"	"5520.000000"	"8"	"27.000000"	"0.600000"	"4"	"100040"	"2"	"-1"	"-1"	"6400"	"3"	"11200"	"100039"	"7"	"100040"	"2"	""	""	
"12000508"	"8"	"0"	"6240.000000"	"8"	"30.000000"	"0.550000"	"7"	"100040"	"3"	"-1"	"-1"	"7200"	"3"	"14400"	"100039"	"7"	"100040"	"4"	""	""	
"12000509"	"9"	"0"	"6960.000000"	"8"	"34.000000"	"0.500000"	"8"	"100040"	"3"	"-1"	"-1"	"8000"	"3"	"18000"	"100039"	"7"	"100040"	"6"	""	""	
"12000510"	"10"	"0"	"7680.000000"	"8"	"37.000000"	"0.500000"	"15"	"100041"	"1"	"-1"	"-1"	"8800"	"3"	"22000"	"100039"	"7"	"100040"	"8"	""	""	
"12000511"	"11"	"0"	"8880.000000"	"8"	"43.000000"	"0.500000"	"18"	"100041"	"1"	"-1"	"-1"	"9600"	"3"	"26400"	"100039"	"7"	"100040"	"8"	"100041"	"1"	
"12000512"	"12"	"0"	"10080.000000"	"8"	"49.000000"	"0.500000"	"42"	"100041"	"2"	"-1"	"-1"	"10400"	"3"	"31200"	"100039"	"7"	"100040"	"8"	"100041"	"2"	
"12000513"	"13"	"0"	"11280.000000"	"8"	"55.000000"	"0.500000"	"51"	"100041"	"2"	"-1"	"-1"	"11200"	"3"	"36400"	"100039"	"7"	"100040"	"8"	"100041"	"4"	
"12000514"	"14"	"0"	"12480.000000"	"8"	"61.000000"	"0.500000"	"66"	"100041"	"2"	"-1"	"-1"	"12000"	"3"	"42000"	"100039"	"7"	"100040"	"8"	"100041"	"6"	
"12000515"	"15"	"0"	"13680.000000"	"8"	"67.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3"	"48000"	"100039"	"7"	"100040"	"8"	"100041"	"8"	
"12000600"	"0"	"2"	"84.000000"	"14"	"8.000000"	"1.000000"	"0"	"100039"	"1"	"-1"	"-1"	"800"	"3"	"0"	""	""	""	""	""	""	
"12000601"	"1"	"2"	"108.000000"	"14"	"10.000000"	"1.000000"	"0"	"100039"	"2"	"-1"	"-1"	"1600"	"3"	"400"	"100039"	"0"	""	""	""	""	
"12000602"	"2"	"2"	"132.000000"	"14"	"12.000000"	"0.900000"	"1"	"100039"	"3"	"-1"	"-1"	"2400"	"3"	"1200"	"100039"	"1"	""	""	""	""	
