"id，1000开始为怪物随机技能；40000和70000开始为龙的触发性技能；80000开始为装备魂链占用"	"效果名称"	"效果图标"	"描述"	"触发时机0=施法时1=攻击结算时2=受击结算时3=攻击结算前4=攻击结算后5=受击结算前6=受击结算后--begin以下作为攻击者触发7=击中目标时8=目标格档时9=目标闪避时10=暴击时--end--begin以下作为受击者触发11=被击中时12=格档时13=闪避时14=被暴击时---end15=击杀目标时16=被击杀时17=计算击退时(仅用于击退)18=每秒"	"触发的效果类型"	"条件判断脚本名称"	"触发的效果类型索引(不填,程序用)"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"条件:内置cd(毫秒)0=无cd"	"条件:触发几率(毫秒)1=100%"	"条件:目标生命值0=值1=百分比(1=100%)负数=无条件"	"条件:目标生命值"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"条件:触发几率(毫秒)1=100%等级修正"	"同技能允许触发次数(小等于0表示不限)"	"战斗力"	"在触发器所有者身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"特殊的表现txt的使用方式0.不使用特殊表现1.基于宠物播放2.基于坐骑播放"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	
"27002003"	"神兽守护效果3：土系伤害减免表现4"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27002103"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27002004"	"神兽守护效果3：土系伤害减免表现5"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27002104"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27002005"	"神兽守护效果3：土系伤害减免表现6"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27002105"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27002006"	"神兽守护效果3：土系伤害减免表现7"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27002106"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27002007"	"神兽守护效果3：土系伤害减免表现8"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27002107"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27002008"	"神兽守护效果3：土系伤害减免表现9"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27002108"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27002009"	"神兽守护效果3：土系伤害减免表现10"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27002109"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27002100"	"神兽守护效果3：土系伤害减免1"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.100000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002101"	"神兽守护效果3：土系伤害减免2"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.150000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002102"	"神兽守护效果3：土系伤害减免3"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002103"	"神兽守护效果3：土系伤害减免4"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002104"	"神兽守护效果3：土系伤害减免5"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002105"	"神兽守护效果3：土系伤害减免6"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002106"	"神兽守护效果3：土系伤害减免7"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002107"	"神兽守护效果3：土系伤害减免8"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002108"	"神兽守护效果3：土系伤害减免9"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27002109"	"神兽守护效果3：土系伤害减免10"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"10"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_tukang_active.act.txt"	""	""	""	
"27003000"	"神兽守护效果4：风系伤害减免表现1"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003100"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003001"	"神兽守护效果4：风系伤害减免表现2"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003101"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003002"	"神兽守护效果4：风系伤害减免表现3"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003102"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003003"	"神兽守护效果4：风系伤害减免表现4"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003103"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003004"	"神兽守护效果4：风系伤害减免表现5"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003104"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003005"	"神兽守护效果4：风系伤害减免表现6"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003105"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003006"	"神兽守护效果4：风系伤害减免表现7"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003106"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003007"	"神兽守护效果4：风系伤害减免表现8"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003107"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003008"	"神兽守护效果4：风系伤害减免表现9"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003108"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003009"	"神兽守护效果4：风系伤害减免表现10"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27003109"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27003100"	"神兽守护效果4：风系伤害减免1"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.100000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003101"	"神兽守护效果4：风系伤害减免2"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.150000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003102"	"神兽守护效果4：风系伤害减免3"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003103"	"神兽守护效果4：风系伤害减免4"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003104"	"神兽守护效果4：风系伤害减免5"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003105"	"神兽守护效果4：风系伤害减免6"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003106"	"神兽守护效果4：风系伤害减免7"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003107"	"神兽守护效果4：风系伤害减免8"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003108"	"神兽守护效果4：风系伤害减免9"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27003109"	"神兽守护效果4：风系伤害减免10"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"4"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fengkang_active.act.txt"	""	""	""	
"27004000"	"神兽守护效果5：水系伤害减免表现1"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004100"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004001"	"神兽守护效果5：水系伤害减免表现2"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004101"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004002"	"神兽守护效果5：水系伤害减免表现3"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004102"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004003"	"神兽守护效果5：水系伤害减免表现4"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004103"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004004"	"神兽守护效果5：水系伤害减免表现5"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004104"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004005"	"神兽守护效果5：水系伤害减免表现6"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004105"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004006"	"神兽守护效果5：水系伤害减免表现7"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004106"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004007"	"神兽守护效果5：水系伤害减免表现8"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004107"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004008"	"神兽守护效果5：水系伤害减免表现9"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004108"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004009"	"神兽守护效果5：水系伤害减免表现10"	""	"减少对应属性伤害10%"	"11"	"castaura_on_self"	""	""	"27004109"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27004100"	"神兽守护效果5：水系伤害减免1"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.100000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004101"	"神兽守护效果5：水系伤害减免2"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.150000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004102"	"神兽守护效果5：水系伤害减免3"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004103"	"神兽守护效果5：水系伤害减免4"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004104"	"神兽守护效果5：水系伤害减免5"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004105"	"神兽守护效果5：水系伤害减免6"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004106"	"神兽守护效果5：水系伤害减免7"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004107"	"神兽守护效果5：水系伤害减免8"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004108"	"神兽守护效果5：水系伤害减免9"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27004109"	"神兽守护效果5：水系伤害减免10"	""	"减少对应属性伤害10%"	"11"	"reduce_damage"	""	""	"2"	""	""	""	""	""	"0.250000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_shuikang_active.act.txt"	""	""	""	
"27005000"	"神兽守护效果6：反弹伤害表现1"	""	"反弹10%"	"5"	"castaura_on_self"	""	""	"27005100"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005001"	"神兽守护效果6：反弹伤害表现2"	""	"反弹20%"	"5"	"castaura_on_self"	""	""	"27005101"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005002"	"神兽守护效果6：反弹伤害表现3"	""	"反弹30%"	"5"	"castaura_on_self"	""	""	"27005102"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005003"	"神兽守护效果6：反弹伤害表现4"	""	"反弹40%"	"5"	"castaura_on_self"	""	""	"27005103"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005004"	"神兽守护效果6：反弹伤害表现5"	""	"反弹50%"	"5"	"castaura_on_self"	""	""	"27005104"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005005"	"神兽守护效果6：反弹伤害表现6"	""	"反弹60%"	"5"	"castaura_on_self"	""	""	"27005105"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005006"	"神兽守护效果6：反弹伤害表现7"	""	"反弹70%"	"5"	"castaura_on_self"	""	""	"27005106"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005007"	"神兽守护效果6：反弹伤害表现8"	""	"反弹80%"	"5"	"castaura_on_self"	""	""	"27005107"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005008"	"神兽守护效果6：反弹伤害表现9"	""	"反弹90%"	"5"	"castaura_on_self"	""	""	"27005108"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005009"	"神兽守护效果6：反弹伤害表现10"	""	"反弹100%"	"5"	"castaura_on_self"	""	""	"27005109"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27005100"	"神兽守护效果6：反弹伤害1"	""	"反弹10%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.100000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005101"	"神兽守护效果6：反弹伤害2"	""	"反弹20%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005102"	"神兽守护效果6：反弹伤害3"	""	"反弹30%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.300000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005103"	"神兽守护效果6：反弹伤害4"	""	"反弹40%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.400000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005104"	"神兽守护效果6：反弹伤害5"	""	"反弹50%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.500000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005105"	"神兽守护效果6：反弹伤害6"	""	"反弹60%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.600000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005106"	"神兽守护效果6：反弹伤害7"	""	"反弹70%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.700000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005107"	"神兽守护效果6：反弹伤害8"	""	"反弹80%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.800000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005108"	"神兽守护效果6：反弹伤害9"	""	"反弹90%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"0.900000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27005109"	"神兽守护效果6：反弹伤害10"	""	"反弹100%"	"5"	"throns"	""	""	"1"	""	""	""	""	""	"1.000000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_fantan_active.act.txt"	""	""	""	
"27006000"	"神兽守护效果7：吸血表现1"	""	"伤害量的5%治疗自身"	"4"	"castaura_on_self"	""	""	"27006100"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006001"	"神兽守护效果7：吸血表现2"	""	"伤害量的10%治疗自身"	"4"	"castaura_on_self"	""	""	"27006101"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006002"	"神兽守护效果7：吸血表现3"	""	"伤害量的15%治疗自身"	"4"	"castaura_on_self"	""	""	"27006102"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006003"	"神兽守护效果7：吸血表现4"	""	"伤害量的20%治疗自身"	"4"	"castaura_on_self"	""	""	"27006103"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006004"	"神兽守护效果7：吸血表现5"	""	"伤害量的25%治疗自身"	"4"	"castaura_on_self"	""	""	"27006104"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
