"效果ID"	"备注"	"效果类型"	"效果索引(程序用,不填)"	"周期时间"	"参数1"	"参数2"	"参数3"	"参数4"	"参数5"	"参数6"	"参数1等级修正"	"参数2等级修正"	"参数3等级修正"	"参数4等级修正"	"参数5等级修正"	"参数6等级修正"	"触发条件（触发型效果需填）"	"内置CD（触发型效果需填）"	"光环生效期间，附带触发器id=CombatTriggerConfig.xls"	""	""	
"27009007"	"神兽守护效果9：免疫控制8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009007"	""	""	
"27009008"	"神兽守护效果9：免疫控制9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009008"	""	""	
"27009009"	"神兽守护效果9：免疫控制10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009009"	""	""	
"27009010"	"神兽守护效果9：免疫控制1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009010"	""	""	
"27009011"	"神兽守护效果9：免疫控制2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009011"	""	""	
"27009012"	"神兽守护效果9：免疫控制3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009012"	""	""	
"27009013"	"神兽守护效果9：免疫控制4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009013"	""	""	
"27009014"	"神兽守护效果9：免疫控制5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009014"	""	""	
"27009015"	"神兽守护效果9：免疫控制6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009015"	""	""	
"27009016"	"神兽守护效果9：免疫控制7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009016"	""	""	
"27009017"	"神兽守护效果9：免疫控制8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009017"	""	""	
"27009018"	"神兽守护效果9：免疫控制9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009018"	""	""	
"27009019"	"神兽守护效果9：免疫控制10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009019"	""	""	
"27107000"	"韧性率提高1"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107001"	"韧性率提高2"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107002"	"韧性率提高3"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107003"	"韧性率提高4"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107004"	"韧性率提高5"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107005"	"韧性率提高6"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107006"	"韧性率提高7"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107007"	"韧性率提高8"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107008"	"韧性率提高9"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27107009"	"韧性率提高10"	"attr"	"0"	"0"	"14"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108000"	"闪避提高1"	"attr"	"0"	"0"	"20"	"0"	"0"	"1.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108001"	"闪避提高2"	"attr"	"0"	"0"	"20"	"0"	"0"	"2.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108002"	"闪避提高3"	"attr"	"0"	"0"	"20"	"0"	"0"	"3.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108003"	"闪避提高4"	"attr"	"0"	"0"	"20"	"0"	"0"	"4.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108004"	"闪避提高5"	"attr"	"0"	"0"	"20"	"0"	"0"	"5.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108005"	"闪避提高6"	"attr"	"0"	"0"	"20"	"0"	"0"	"6.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108006"	"闪避提高7"	"attr"	"0"	"0"	"20"	"0"	"0"	"7.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108007"	"闪避提高8"	"attr"	"0"	"0"	"20"	"0"	"0"	"8.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108008"	"闪避提高9"	"attr"	"0"	"0"	"20"	"0"	"0"	"9.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27108009"	"闪避提高10"	"attr"	"0"	"0"	"20"	"0"	"0"	"10.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"28000100"	"30连击提升暴击5%"	"attr"	"0"	"0"	"12"	"1"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"28000200"	"60连击提升暴击10%"	"attr"	"0"	"0"	"12"	"1"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000040"	"越捷飞减防"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000120"	"柳色群体治疗"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.035000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000130"	"柳色四周群攻dot"	"dot"	"0"	"1000"	"30000131"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000211"	"楚玉发波伤害dot"	"dot"	"0"	"1000"	"30000212"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000220"	"楚玉目自身buff防御+50%"	"attr"	"0"	"0"	"2"	"1"	"0"	"1.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000221"	"楚玉目自身buff攻击+50%"	"attr"	"0"	"0"	"1"	"1"	"0"	"1.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000230"	"楚玉千丝魂断"	"whirlwind"	"0"	"300"	"30000231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000321"	"百里流桑冲刺开始时带出技能"	"whirlwind"	"0"	"250"	"30000322"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000323"	"百里流桑冲刺结束给自己罩子"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000330"	"百里流桑欢戏竹马"	"whirlwind"	"0"	"300"	"30000331"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000511"	"容止冲刺自己加速30%"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000611"	"花错冲刺后减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000710"	"天如镜减攻"	"attr"	"0"	"0"	"1"	"1"	"0"	"-0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000720"	"天如镜加血"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30000820"	"钟年年直线攻击"	"whirlwind"	"0"	"300"	"30000821"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001011"	"幼蓝目标中毒伤害"	"dot"	"0"	"1000"	"30001012"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001021"	"幼蓝目标减速伤害"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001120"	"墨香自身buff"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.250000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001220"	"何戢直线直线攻击+加罩子"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001331"	"寂然目标点debuff伤害"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.400000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001340"	"寂然自身buff：防御力增加50%"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.750000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001420"	"天如月天崩地裂"	"whirlwind"	"0"	"500"	"30001421"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001430"	"天如月自身buff攻击力提高"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001510"	"刘子业前方多次吸血"	"whirlwind"	"0"	"500"	"30001511"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001610"	"王意之可破碎护罩，护罩可以吸收：基础吸收攻击力x0.75倍的伤害。破碎时产生技能"	"ice_shield"	"0"	"0"	"30001611"	"0"	"1"	"0.000000"	"1.000000"	"1.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001630"	"王意之四周群体减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.400000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001730"	"冯婷前方扇形大伤害，连续打"	"whirlwind"	"0"	"250"	"30001731"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001810"	"酒狂攻击力下降"	"attr"	"0"	"0"	"1"	"1"	"0"	"-0.200000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001821"	"萧别中毒"	"dot"	"0"	"2000"	"30001822"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001830"	"萧别自身buff华胥引"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30001910"	"沈庆之自我加血醉酒当歌"	"renew"	"0"	"1000"	"1"	"0"	"0"	"0.008000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30002010"	"阿蛮灭水空焰自己加血"	"renew"	"0"	"2000"	"1"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30002120"	"苏小小目标点aoe"	"whirlwind"	"0"	"250"	"30002121"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30002310"	"花木兰剑刃风暴"	"whirlwind"	"0"	"500"	"30002311"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"30002330"	"夺命防御力降低"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"34000010"	"容止-守护技能"	"renew"	"0"	"1000"	"0"	"0"	"0"	"1000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,500]]"	""	""	"null"	"0"	"-1"	""	"持续回血"	
"34000020"	"楚玉-守护技能"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"34000020"	""	"CD减少"	
"34000030"	"花错-守护技能"	"attr"	"0"	"0"	"39"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"火抗"	
"34000040"	"天如镜-守护技能"	"attr"	"0"	"0"	"40"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"水抗"	
"34000050"	"花木兰-守护技能"	"attr"	"0"	"0"	"2"	"0"	"0"	"1500.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,1500]]"	""	""	"null"	"0"	"-1"	""	"防御"	
"34000060"	"钟年年-守护技能"	"attr"	"0"	"0"	"41"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"风抗"	
"34000070"	"桓远-守护技能"	"attr"	"0"	"0"	"1"	"0"	"0"	"1000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,1000]]"	""	""	"null"	"0"	"-1"	""	"攻击"	
"34000080"	"冯婷-守护技能"	"attr"	"0"	"0"	"1"	"0"	"0"	"1000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,1000]]"	""	""	"null"	"0"	"-1"	""	"攻击"	
"34000090"	"阿蛮-守护技能"	"attr"	"0"	"0"	"37"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"土抗"	
"34000100"	"幼蓝-守护技能"	"attr"	"0"	"0"	"41"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"风抗"	
"34000110"	"粉黛-守护技能"	"attr"	"0"	"0"	"40"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"水抗"	
"34000120"	"越捷飞-守护技能"	"attr"	"0"	"0"	"39"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"火抗"	
"34000130"	"柳色-守护技能"	"attr"	"0"	"0"	"12"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"暴击"	
"34000140"	"百里流桑-守护技能"	"attr"	"0"	"0"	"10"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"闪避"	
"34000150"	"祝英台-守护技能"	"attr"	"0"	"0"	"18"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"格挡"	
"34000160"	"贾南风-守护技能"	"attr"	"0"	"0"	"8"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"命中"	
"34000170"	"何戢-守护技能"	"attr"	"0"	"0"	"16"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"穿透"	
"34000180"	"梁绿珠-守护技能"	"attr"	"0"	"0"	"14"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"韧性"	
"34000190"	"沈庆之-守护技能"	"attr"	"0"	"0"	"18"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"格挡"	
"34000200"	"王宪媛-守护技能"	"attr"	"0"	"0"	"2"	"0"	"0"	"1500.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,1500]]"	""	""	"null"	"0"	"-1"	""	"攻击"	
"34000210"	"墨香-守护技能"	"attr"	"0"	"0"	"10"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"闪避"	
"34000220"	"江淹-守护技能"	"attr"	"0"	"0"	"16"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"穿透"	
"34000230"	"刘子业-守护技能"	"attr"	"0"	"0"	"37"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"土抗"	
"34000240"	"苏小小-守护技能"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.002]]"	""	""	"null"	"0"	"-1"	""	"增加速度"	
"34000250"	"王道怜-守护技能"	"attr"	"0"	"0"	"8"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"生命"	
"34000260"	"寂然-守护技能"	"attr"	"0"	"0"	"14"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"韧性"	
"34000270"	"王意之-守护技能"	"attr"	"0"	"0"	"0"	"0"	"0"	"30000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,30000]]"	""	""	"null"	"0"	"-1"	""	"生命"	
"34000280"	"萧别-守护技能"	"attr"	"0"	"0"	"12"	"0"	"0"	"2000.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,2000]]"	""	""	"null"	"0"	"-1"	""	"暴击"	
"34000290"	"天如月-守护技能"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.010000"	"0.000000"	"0.000000"	""	""	""	"[[2,100,0.0005]]"	""	""	"null"	"0"	"-1"	""	"伤害反弹"	
"35000121"	"山贼首领旋风斩位移前上光环"	"whirlwind"	"0"	"500"	"35000122"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000210"	"劫匪首领怒吼+四周减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000230"	"劫匪首领怒吼+自己buff"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000320"	"虎王怒吼大范围带伤害"	"whirlwind"	"0"	"500"	"35000321"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000330"	"虎王怒吼大范围目标减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000340"	"虎王怒吼小范围带伤害"	"whirlwind"	"0"	"500"	"35000341"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000350"	"虎王怒吼小范围目标减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000620"	"魔道士激光炮"	"whirlwind"	"0"	"200"	"35000621"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000630"	"魔道士罩子"	"whirlwind"	"0"	"400"	"35000631"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000632"	"魔道士4次乱射"	"whirlwind"	"0"	"100"	"35000632"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000730"	"蛇女召唤毒液液滴"	"whirlwind"	"0"	"300"	"35000731"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000910"	"冻结"	"keepbitex"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000920"	"眩晕"	"keepbitex"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000931"	"燃烧"	"dot"	"0"	"1000"	"35000932"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000941"	"减速冰"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.400000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000950"	"冰火魔旋风斩火"	"whirlwind"	"0"	"100"	"35000951"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000951"	"破甲"	"attr"	"0"	"0"	"10"	"1"	"0"	"-0.300000"	"0.000000"	"0.000000"	""	""	""	"[[2,20,7],[21,40,24],[41,50,73],[51,200,105]]"	""	""	"null"	"0"	"-1"	""	""	
"35000960"	"冰火魔旋风斩冰"	"whirlwind"	"0"	"100"	"35000961"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35000961"	"虚弱"	"attr"	"0"	"0"	"8"	"1"	"0"	"-0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001010"	"行刑官乱射骷髅头子弹"	"whirlwind"	"0"	"200"	"35001011"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001035"	"行刑官乱舞落冰"	"whirlwind"	"0"	"200"	"35001035"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001036"	"行刑官乱舞落冰每个点"	"whirlwind"	"0"	"200"	"35001037"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001119"	"燃烧"	"dot"	"0"	"1000"	"35001119"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001120"	"三头犬吼叫减速伤害"	"whirlwind"	"0"	"333"	"35001121"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001121"	"减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001130"	"三头犬吼叫自身攻击力提高自身buff"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001131"	"三头犬吼叫自身攻击力提高伤害"	"whirlwind"	"0"	"333"	"35001131"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001140"	"三头犬吼叫护甲降低伤害"	"whirlwind"	"0"	"333"	"35001141"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001141"	"防御力降低"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001210"	"军师激光炮"	"whirlwind"	"0"	"160"	"35001211"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001420"	"冰雪女王乱射远程"	"whirlwind"	"0"	"333"	"35001421"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001510"	"将军自我buff：攻击力速度提高"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001511"	"将军自我buff：攻击力速度提高"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001600"	"火炮魔王普攻12"	"whirlwind"	"0"	"333"	"35001604"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001720"	"鸟人目标点aoe大"	"whirlwind"	"0"	"300"	"35001722"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001721"	"鸟人目标点aoe小"	"whirlwind"	"0"	"300"	"35001723"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001730"	"鸟人乱舞自身中心aoe"	"whirlwind"	"0"	"230"	"35001731"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001821"	"女刺客变随机动物1"	"changemodel"	"0"	"0"	"30003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
